user_id,is_active,change_button_link,videos_uploaded,save_edit_placeholder,publishes,change_button_name,w_sessions,change_placeholder_title,w_watches,w_auth_watchers,w_customers,w_revenue
a7nyialdon,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,1.0,0.0,
v3t83q5miz,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,
fq0qd0wkdu,0.0,0.0,1.0,1.0,2.0,0.0,7.0,2.0,2.0,1.0,0.0,
h5zz18l21u,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,
ipu9hy456e,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,
csvtixrf7d,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,
cifx9fgfu7,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,
956mx9cky6,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,
b1lk1lb8a7,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,
jrjbaccl02,0.0,0.0,1.0,2.0,1.0,0.0,7.0,2.0,2.0,1.0,0.0,
0cb34feiqs,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,
ipc6fs41fv,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,
f79pb38tqi,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,
d8osvjrhh8,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,
jojkhriuxr,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,
883jlzmp74,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,
o1avd42wjh,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,
bredmse2bd,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,2.0,1.0,0.0,
e9b1zi7uft,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,
t9zdd4nbny,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,
qint6q3plq,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,
fl8o0zhl5r,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
a1ufzkjfs3,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,
njoqq452en,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,
zfxsiimilx,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,
inpnciep6y,0.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,
ea8kb1dczn,0.0,0.0,1.0,0.0,3.0,0.0,43.0,0.0,1.0,1.0,0.0,
e95i8n3l89,0.0,0.0,4.0,2.0,3.0,0.0,11.0,0.0,2.0,1.0,0.0,
q208p94hrk,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,
46hm3m5if7,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,
4gyaxv32bd,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
hgr9y69so0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
wfbxf1skjm,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,
2qo8vcgcsj,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
8gy5pcndkd,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,
iixkrtsl87,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
y7jdl2rh2m,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,
4gw0zm6bsc,0.0,0.0,3.0,5.0,4.0,0.0,24.0,4.0,5.0,1.0,0.0,
j1l37b1n43,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,
seu0yj2sws,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
gtz219p2ow,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
pyxctrdvcr,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
lpvdxtbawi,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,
4ja7ncgy8q,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,
itcw8b57z2,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,
k8ukrz61ce,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,
ka4m8tw4hh,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,
dwiux1iv1f,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
6z8kpvz6k3,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,
wl0ylt8y2e,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
a5a8jc44gk,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
a2e7bmcp6n,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,
uitx520hx7,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
qbfwuumefm,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
l06etrokdr,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,
nwf1zdqnw1,0.0,0.0,1.0,0.0,2.0,0.0,38.0,0.0,1.0,1.0,0.0,
tvs84vljr1,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,
bp7okg4d45,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,
9w6146or66,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
4l2yzc07tu,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
jqdyaee937,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,
i13zqryrlo,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,
06kgsxz1of,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,
lnlgyaqjw0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,
m21qz0uvbp,0.0,0.0,1.0,0.0,1.0,0.0,46.0,0.0,1.0,1.0,0.0,
ofen870yj5,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
cfieexumfx,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,
lsvus4pz14,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
0pghkeuifx,0.0,0.0,3.0,10.0,20.0,0.0,40.0,9.0,8.0,2.0,0.0,
7srh0i7e30,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
3w0owskqkd,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
sma08jmr50,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,
r2pn8a7shs,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,
ru1u6tt17n,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,
1i6dyfoket,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,
edx7znnih5,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,
ncb0ym1hhd,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,
1grohp3tbe,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,
c7pjhwiou7,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,
kks60v0qsa,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,
u6n8jw122t,0.0,0.0,3.0,5.0,6.0,0.0,10.0,0.0,6.0,1.0,0.0,
rbclhfoi84,0.0,0.0,3.0,6.0,3.0,0.0,20.0,3.0,30.0,4.0,0.0,
yukd5srkro,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
wvpr21i9cg,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
vsluo1mygr,0.0,0.0,1.0,0.0,1.0,0.0,79.0,0.0,1.0,1.0,0.0,
qm3khf4ytx,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,
667j8stqnh,0.0,0.0,8.0,5.0,6.0,0.0,8.0,3.0,0.0,0.0,0.0,
c9wt5ehl0d,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,
8htsd8362i,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
suihh6r3za,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,
xcunpxj2y7,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,
7nwj9h4rhk,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
zpwkifrk0h,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
m41v8zwd4n,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
vtcxcgq20j,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ejdkzl3f5a,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
2bfynxs47d,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
anqoxc26pg,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
y7w2njln0q,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,
6stiertset,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
s2o5pdylm2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
f2nocmjskq,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
u3cawtmcbm,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
129pc33o21,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,
ab6l7y158q,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
69d5riv1um,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3207m5d1i5,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
mdshj57feg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
w0gfa671wl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
imnfo2okaz,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
sc26q8tsd0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
3d2jneucg2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
kvz540m7p6,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
rw5307b1a9,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,
8xonru2f7c,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,
pilr3mbtrb,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
soccioiggj,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
rxcde6jphg,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
cadlihigi3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
i2blcekuf8,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
xvrbrdijd7,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
cqmqzod4rx,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,
dqurcdy9ay,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
vgy6h1v9la,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
i42671spbf,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
n9bdnpvbrn,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,
1na3ty37hm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sx5wis0092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
s4lnbxhypk,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
m1f6i0p3lq,0.0,0.0,28.0,4.0,20.0,0.0,77.0,1.0,399.0,2.0,0.0,
dp95wdz2ab,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
exeyfj8bh2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
x2zp08jzxd,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
98vd3uarhv,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
xv9rfpeco2,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,
d2dcpi1lsz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8lh9yssg8e,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,
6g971vqfzp,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
67vpz9akrb,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,
odq4hjb5qb,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
3y90ulce0o,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,
t53ylgbeda,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
722zm5ferk,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
k0ix1y46gn,0.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,
4vq3609e0m,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7isspeiew9,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
agt6zkxt0q,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
k4uwnssbhc,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
davxljp7ln,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pmq1edvhv4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
99kicldiuo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
dl1jfrjiuy,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
3vb8e1ayr7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
rp37nrdj83,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
2f8adjtndz,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
3n0m9hamrn,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
79a7zkkyqj,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
d7defglkqj,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ez7xe4hhzz,0.0,0.0,1.0,2.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,
wawc5h7hhn,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
yfj2uippm6,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
rla0uybzo9,0.0,0.0,1.0,3.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,
c12ecg9tv8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cn2cvobc23,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
8dav5moup2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,
8lvc4tvfsf,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
nv2pkp2wf3,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
2pwkyxb248,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,
gpv5xl36e2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
svput3otwj,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
js6gavoqjk,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
fwg6rnm7qc,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,
d0m2f8q6y6,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
zde3o8080f,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,
l5l2ie437w,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
othnbetq15,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
xwtjyqw717,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,
l8vr7wdz3t,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
8xxtsoh49r,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
3p95lwfw8w,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
frg4gndf1l,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
8zjf42vt9l,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4rspb38a92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
t15jllykbs,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
upxpvfga31,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
s1zrxvtfng,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
yle9rl52g6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
o6stoi1pkp,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
oufst1rpvg,0.0,0.0,5.0,4.0,4.0,0.0,9.0,0.0,2.0,1.0,0.0,
npu17e3ef6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7jrolz1rii,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ize4wx4n6o,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
jsl4tgd9iy,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,
jugj8jdjsm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pt8y1zjzi5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
4q1po1df8s,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
brjh6u69xy,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
9i6pxjncq0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
zrq3oh5biw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15t0gmxwna,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
y58fcqiccg,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
b02zswy33c,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
tvd58keicp,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
u828rwgi33,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
w32zakct4b,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
pmwi3x4fau,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
wqz1x8sqru,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
8sutf2nynd,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
1aardw532o,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
eo3jp67cpx,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
klr3k0xsmj,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
pk2bnfds3t,0.0,0.0,5.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,
67mxhyi1v4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
xiitdl8hw1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
uus0pllwck,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
43rojhqcas,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
tha00sk5j0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
esqfwbpxi5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ryyk8ycnr4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
dirk2foktl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
hev9rewwus,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,
4esu5gh1aa,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
5vr3efdjg9,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
t1kblowtq8,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
gctw7xrvnk,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
xinfdzd2pb,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,
1wjm5laxpc,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,
fzeo6v5say,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
2jqiegx8zm,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
wkc27j0p9p,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,
dao16v5a0d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
hunz6rlvv9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
g3wdx1111t,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74tjw3o7zy,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,
gvljdyzuhy,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6o09de0mvp,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,
f2gxya6vfz,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
0rbk1fdpvt,0.0,0.0,3.0,6.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,
mvt0xk16vb,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,
9c55kc7qrb,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
1gnoug9i5n,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
oz62h9rnyk,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
8jznd2xksb,0.0,0.0,3.0,13.0,11.0,0.0,18.0,0.0,11.0,2.0,0.0,
l75piiklza,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
i3i7awpgh8,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
y4rx5mj8pl,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,
xqf83sdj8q,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
rjf7934663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24sndt1mz5,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,
bqher142t8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
3skty0go1e,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
p0us60rl5v,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xa73y2wogu,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
favahzp582,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
fh76jopyhw,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
w3fn53w0pu,0.0,0.0,14.0,14.0,12.0,0.0,25.0,0.0,7.0,1.0,0.0,
